drug_name_raw,query_name,cid,smiles,mw,logp,iupac,source
Irbesartan,Irbesartan,3749,CCCCC1=NC2(CCCC2)C(=O)N1CC3=CC=C(C=C3)C4=CC=CC=C4C5=NNN=N5,428.5,4.1,"2-butyl-3-[[4-[2-(2H-tetrazol-5-yl)phenyl]phenyl]methyl]-1,3-diazaspiro[4.4]non-1-en-4-one",pubchem_rest
Iridium,Iridium,23924,[Ir],192.22,,iridium,pubchem_rest
Iron,Iron,23925,[Fe],55.84,,iron,pubchem_rest
Isavuconazole,Isavuconazole,6918485,CC(C1=NC(=CS1)C2=CC=C(C=C2)C#N)C(CN3C=NC=N3)(C4=C(C=CC(=C4)F)F)O,437.5,3.5,"4-[2-[(2R,3R)-3-(2,5-difluorophenyl)-3-hydroxy-4-(1,2,4-triazol-1-yl)butan-2-yl]-1,3-thiazol-4-yl]benzonitrile",pubchem_rest
Isoflurane,Isoflurane,3763,C(C(F)(F)F)(OC(F)F)Cl,184.49,2.1,"2-chloro-2-(difluoromethoxy)-1,1,1-trifluoroethane",pubchem_rest
Isoniazid (INH),Isoniazid (INH),3767,C1=CN=CC=C1C(=O)NN,137.14,-0.7,pyridine-4-carbohydrazide,pubchem_rest
Isopropanol,Isopropanol,3776,CC(C)O,60.10,0.3,propan-2-ol,pubchem_rest
Isosorbide-dinitrate (ISDN),Isosorbide-dinitrate,6883,C1C(C2C(O1)C(CO2)O[N+](=O)[O-])O[N+](=O)[O-],236.14,1.3,"[(3S,3aS,6R,6aS)-3-nitrooxy-2,3,3a,5,6,6a-hexahydrofuro[3,2-b]furan-6-yl] nitrate",pubchem_rest
Isosorbide-5-mononitrate (IS-5-MN),Isosorbide-5-mononitrate,27661,C1C(C2C(O1)C(CO2)O[N+](=O)[O-])O,191.14,-0.4,"[(3S,3aR,6R,6aS)-3-hydroxy-2,3,3a,5,6,6a-hexahydrofuro[3,2-b]furan-6-yl] nitrate",pubchem_rest
Isotretinoin,Isotretinoin,5282379,CC1=C(C(CCC1)(C)C)C=CC(=CC=CC(=CC(=O)O)C)C,300.4,6.3,"(2Z,4E,6E,8E)-3,7-dimethyl-9-(2,6,6-trimethylcyclohexen-1-yl)nona-2,4,6,8-tetraenoic acid",pubchem_rest
Isoxicam,Isoxicam,54677972,CC1=CC(=NO1)NC(=O)C2=C(C3=CC=CC=C3S(=O)(=O)N2C)O,335.34,3,"4-hydroxy-2-methyl-N-(5-methyl-1,2-oxazol-3-yl)-1,1-dioxo-1lambda6,2-benzothiazine-3-carboxamide",pubchem_rest
Isradipine,Isradipine,3784,CC1=C(C(C(=C(N1)C)C(=O)OC(C)C)C2=CC=CC3=NON=C32)C(=O)OC,371.4,4.3,"3-O-methyl 5-O-propan-2-yl 4-(2,1,3-benzoxadiazol-4-yl)-2,6-dimethyl-1,4-dihydropyridine-3,5-dicarboxylate",pubchem_rest
Itraconazole,Itraconazole,55283,CCC(C)N1C(=O)N(C=N1)C2=CC=C(C=C2)N3CCN(CC3)C4=CC=C(C=C4)OCC5COC(O5)(CN6C=NC=N6)C7=C(C=C(C=C7)Cl)Cl,705.6,5.7,"2-butan-2-yl-4-[4-[4-[4-[[(2R,4S)-2-(2,4-dichlorophenyl)-2-(1,2,4-triazol-1-ylmethyl)-1,3-dioxolan-4-yl]methoxy]phenyl]piperazin-1-yl]phenyl]-1,2,4-triazol-3-one",pubchem_rest
Ivabradine,Ivabradine,132999,CN(CCCN1CCC2=CC(=C(C=C2CC1=O)OC)OC)CC3CC4=CC(=C(C=C34)OC)OC,468.6,2.4,"3-[3-[[(7S)-3,4-dimethoxy-7-bicyclo[4.2.0]octa-1,3,5-trienyl]methyl-methylamino]propyl]-7,8-dimethoxy-2,5-dihydro-1H-3-benzazepin-4-one",pubchem_rest
Kanamycin,Kanamycin,6032,C1C(C(C(C(C1N)OC2C(C(C(C(O2)CN)O)O)O)O)OC3C(C(C(C(O3)CO)O)N)O)N,484.5,-6.9,"(2R,3S,4S,5R,6R)-2-(aminomethyl)-6-[(1R,2R,3S,4R,6S)-4,6-diamino-3-[(2S,3R,4S,5S,6R)-4-amino-3,5-dihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-2-hydroxycyclohexyl]oxyoxane-3,4,5-triol",pubchem_rest
Kavain,Kavain,5281565,COC1=CC(=O)OC(C1)C=CC2=CC=CC=C2,230.26,2.5,"(2R)-4-methoxy-2-[(E)-2-phenylethenyl]-2,3-dihydropyran-6-one",pubchem_rest
Ketamine,Ketamine,3821,CNC1(CCCCC1=O)C2=CC=CC=C2Cl,237.72,2.2,2-(2-chlorophenyl)-2-(methylamino)cyclohexan-1-one,pubchem_rest
Ketanserin,Ketanserin,3822,C1CN(CCC1C(=O)C2=CC=C(C=C2)F)CCN3C(=O)C4=CC=CC=C4NC3=O,395.4,2.6,"3-[2-[4-(4-fluorobenzoyl)piperidin-1-yl]ethyl]-1H-quinazoline-2,4-dione",pubchem_rest
Ketazolam,Ketazolam,33746,CC1=CC(=O)N2CC(=O)N(C3=C(C2(O1)C4=CC=CC=C4)C=C(C=C3)Cl)C,368.8,3,"11-chloro-2,8-dimethyl-12b-phenyl-6H-[1,3]oxazino[3,2-d][1,4]benzodiazepine-4,7-dione",pubchem_rest
Ketobemidone,Ketobemidone,10101,CCC(=O)C1(CCN(CC1)C)C2=CC(=CC=C2)O,247.33,1,1-[4-(3-hydroxyphenyl)-1-methylpiperidin-4-yl]propan-1-one,pubchem_rest
Ketoconazole,Ketoconazole,47576,CC(=O)N1CCN(CC1)C2=CC=C(C=C2)OCC3COC(O3)(CN4C=CN=C4)C5=C(C=C(C=C5)Cl)Cl,531.4,4.3,"1-[4-[4-[[(2S,4R)-2-(2,4-dichlorophenyl)-2-(imidazol-1-ylmethyl)-1,3-dioxolan-4-yl]methoxy]phenyl]piperazin-1-yl]ethanone",pubchem_rest
Ketoprofen,Ketoprofen,3825,CC(C1=CC(=CC=C1)C(=O)C2=CC=CC=C2)C(=O)O,254.28,3.1,2-(3-benzoylphenyl)propanoic acid,pubchem_rest
Ketorolac,Ketorolac,3826,C1CN2C(=CC=C2C(=O)C3=CC=CC=C3)C1C(=O)O,255.27,1.9,"5-benzoyl-2,3-dihydro-1H-pyrrolizine-1-carboxylic acid",pubchem_rest
Ketotifen,Ketotifen,3827,CN1CCC(=C2C3=C(C(=O)CC4=CC=CC=C42)SC=C3)CC1,309.4,3.2,"2-(1-methylpiperidin-4-ylidene)-6-thiatricyclo[8.4.0.03,7]tetradeca-1(14),3(7),4,10,12-pentaen-8-one",pubchem_rest
Labetalol,Labetalol,3869,CC(CCC1=CC=CC=C1)NCC(C2=CC(=C(C=C2)O)C(=O)N)O,328.4,3.1,2-hydroxy-5-[1-hydroxy-2-(4-phenylbutan-2-ylamino)ethyl]benzamide,pubchem_rest
Lacidipine,Lacidipine,5311217,CCOC(=O)C1=C(NC(=C(C1C2=CC=CC=C2C=CC(=O)OC(C)(C)C)C(=O)OCC)C)C,455.5,4.5,"diethyl 2,6-dimethyl-4-[2-[(E)-3-[(2-methylpropan-2-yl)oxy]-3-oxoprop-1-enyl]phenyl]-1,4-dihydropyridine-3,5-dicarboxylate",pubchem_rest
Lacosamide,Lacosamide,219078,CC(=O)NC(COC)C(=O)NCC1=CC=CC=C1,250.29,0.3,(2R)-2-acetamido-N-benzyl-3-methoxypropanamide,pubchem_rest
Lamivudine,Lamivudine,60825,C1C(OC(S1)CO)N2C=CC(=NC2=O)N,229.26,-0.9,"4-amino-1-[(2R,5S)-2-(hydroxymethyl)-1,3-oxathiolan-5-yl]pyrimidin-2-one",pubchem_rest
Lamotrigine,Lamotrigine,3878,C1=CC(=C(C(=C1)Cl)Cl)C2=C(N=C(N=N2)N)N,256.09,1.4,"6-(2,3-dichlorophenyl)-1,2,4-triazine-3,5-diamine",pubchem_rest
Lansoprazole,Lansoprazole,3883,CC1=C(C=CN=C1CS(=O)C2=NC3=CC=CC=C3N2)OCC(F)(F)F,369.4,2.8,"2-[[3-methyl-4-(2,2,2-trifluoroethoxy)-2-pyridinyl]methylsulfinyl]-1H-benzimidazole",pubchem_rest
Lead,Lead,5352425,[Pb],207,,lead,pubchem_rest
Leflunomide,Leflunomide,3899,CC1=C(C=NO1)C(=O)NC2=CC=C(C=C2)C(F)(F)F,270.21,2.5,"5-methyl-N-[4-(trifluoromethyl)phenyl]-1,2-oxazole-4-carboxamide",pubchem_rest
Lenalidomide,Lenalidomide,216326,C1CC(=O)NC(=O)C1N2CC3=C(C2=O)C=CC=C3N,259.26,-0.5,"3-(7-amino-3-oxo-1H-isoindol-2-yl)piperidine-2,6-dione",pubchem_rest
Lercanidipine,Lercanidipine,65866,CC1=C(C(C(=C(N1)C)C(=O)OC(C)(C)CN(C)CCC(C2=CC=CC=C2)C3=CC=CC=C3)C4=CC(=CC=C4)[N+](=O)[O-])C(=O)OC,611.7,6.9,"5-O-[1-[3,3-diphenylpropyl(methyl)amino]-2-methylpropan-2-yl] 3-O-methyl 2,6-dimethyl-4-(3-nitrophenyl)-1,4-dihydropyridine-3,5-dicarboxylate",pubchem_rest
Levacetylmethadol (= Acetylmethadol),Levacetylmethadol,15130,CCC(C(CC(C)N(C)C)(C1=CC=CC=C1)C2=CC=CC=C2)OC(=O)C,353.5,4.3,"[(3S,6S)-6-(dimethylamino)-4,4-diphenylheptan-3-yl] acetate",pubchem_rest
Levamisole,Levamisole,26879,C1CSC2=NC(CN21)C3=CC=CC=C3,204.29,1.8,"(6S)-6-phenyl-2,3,5,6-tetrahydroimidazo[2,1-b][1,3]thiazole",pubchem_rest
Levetiracetam,Levetiracetam,5284583,CCC(C(=O)N)N1CCCC1=O,170.21,-0.3,(2S)-2-(2-oxopyrrolidin-1-yl)butanamide,pubchem_rest
Levocabastine,Levocabastine,54385,CC1CN(CCC1(C2=CC=CC=C2)C(=O)O)C3CCC(CC3)(C#N)C4=CC=C(C=C4)F,420.5,2.5,"(3S,4R)-1-[4-cyano-4-(4-fluorophenyl)cyclohexyl]-3-methyl-4-phenylpiperidine-4-carboxylic acid",pubchem_rest
Levocetirizine,Levocetirizine,1549000,C1CN(CCN1CCOCC(=O)O)C(C2=CC=CC=C2)C3=CC=C(C=C3)Cl,388.9,1.7,2-[2-[4-[(R)-(4-chlorophenyl)-phenylmethyl]piperazin-1-yl]ethoxy]acetic acid,pubchem_rest
Levodopa (L-Dopa),Levodopa,6047,C1=CC(=C(C=C1CC(C(=O)O)N)O)O,197.19,-2.7,"(2S)-2-amino-3-(3,4-dihydroxyphenyl)propanoic acid",pubchem_rest
Levomepromazine,Levomepromazine,72287,CC(CN1C2=CC=CC=C2SC3=C1C=C(C=C3)OC)CN(C)C,328.5,4.7,"(2R)-3-(2-methoxyphenothiazin-10-yl)-N,N,2-trimethylpropan-1-amine",pubchem_rest
Levomethadone,Levomethadone,22267,CCC(=O)C(CC(C)N(C)C)(C1=CC=CC=C1)C2=CC=CC=C2,309.4,3.9,"(6R)-6-(dimethylamino)-4,4-diphenylheptan-3-one",pubchem_rest
Levomilnacipran,Levomilnacipran,6917779,CCN(CC)C(=O)C1(CC1CN)C2=CC=CC=C2,246.35,1.4,"cis-(1S,2R)-2-(aminomethyl)-N,N-diethyl-1-phenylcyclopropane-1-carboxamide",pubchem_rest
Levorphanol,Levorphanol,5359272,CN1CCC23CCCCC2C1CC4=C3C=C(C=C4)O,257.37,3.1,"(1R,9R,10R)-17-methyl-17-azatetracyclo[7.5.3.01,10.02,7]heptadeca-2(7),3,5-trien-4-ol",pubchem_rest
Levothyroxine,Levothyroxine,5819,C1=C(C=C(C(=C1I)OC2=CC(=C(C(=C2)I)O)I)I)CC(C(=O)O)N,776.87,2.4,"(2S)-2-amino-3-[4-(4-hydroxy-3,5-diiodophenoxy)-3,5-diiodophenyl]propanoic acid",pubchem_rest
Lidocaine (Lignocaine),Lidocaine,3676,CCN(CC)CC(=O)NC1=C(C=CC=C1C)C,234.34,2.3,"2-(diethylamino)-N-(2,6-dimethylphenyl)acetamide",pubchem_rest
Linagliptin,Linagliptin,10096344,CC#CCN1C2=C(N=C1N3CCCC(C3)N)N(C(=O)N(C2=O)CC4=NC5=CC=CC=C5C(=N4)C)C,472.5,1.9,"8-[(3R)-3-aminopiperidin-1-yl]-7-but-2-ynyl-3-methyl-1-[(4-methylquinazolin-2-yl)methyl]purine-2,6-dione",pubchem_rest
Linezolid,Linezolid,441401,CC(=O)NCC1CN(C(=O)O1)C2=CC(=C(C=C2)N3CCOCC3)F,337.35,0.7,"N-[[(5S)-3-(3-fluoro-4-morpholin-4-ylphenyl)-2-oxo-1,3-oxazolidin-5-yl]methyl]acetamide",pubchem_rest
Lisinopril,Lisinopril,5362119,C1CC(N(C1)C(=O)C(CCCCN)NC(CCC2=CC=CC=C2)C(=O)O)C(=O)O,405.5,-2.9,(2S)-1-[(2S)-6-amino-2-[[(1S)-1-carboxy-3-phenylpropyl]amino]hexanoyl]pyrrolidine-2-carboxylic acid,pubchem_rest
Lithium,Lithium,3028194,[Li],7.0,,lithium,pubchem_rest
Lofepramine,Lofepramine,3947,CN(CCCN1C2=CC=CC=C2CCC3=CC=CC=C31)CC(=O)C4=CC=C(C=C4)Cl,419.0,6.8,"1-(4-chlorophenyl)-2-[3-(5,6-dihydrobenzo[b][1]benzazepin-11-yl)propyl-methylamino]ethanone",pubchem_rest
Loperamide,Loperamide,3955,CN(C)C(=O)C(CCN1CCC(CC1)(C2=CC=C(C=C2)Cl)O)(C3=CC=CC=C3)C4=CC=CC=C4,477.0,5,"4-[4-(4-chlorophenyl)-4-hydroxypiperidin-1-yl]-N,N-dimethyl-2,2-diphenylbutanamide",pubchem_rest
Lopinavir (LPV),Lopinavir,92727,CC1=C(C(=CC=C1)C)OCC(=O)NC(CC2=CC=CC=C2)C(CC(CC3=CC=CC=C3)NC(=O)C(C(C)C)N4CCCNC4=O)O,628.8,5.9,"(2S)-N-[(2S,4S,5S)-5-[[2-(2,6-dimethylphenoxy)acetyl]amino]-4-hydroxy-1,6-diphenylhexan-2-yl]-3-methyl-2-(2-oxo-1,3-diazinan-1-yl)butanamide",pubchem_rest
Loprazolam,Loprazolam,3033860,CN1CCN(CC1)C=C2C(=O)N3C(=N2)CN=C(C4=C3C=CC(=C4)[N+](=O)[O-])C5=CC=CC=C5Cl,464.9,2.9,"(2Z)-6-(2-chlorophenyl)-2-[(4-methylpiperazin-1-yl)methylidene]-8-nitro-4H-imidazo[1,2-a][1,4]benzodiazepin-1-one",pubchem_rest
Loratadine,Loratadine,3957,CCOC(=O)N1CCC(=C2C3=C(CCC4=C2N=CC=C4)C=C(C=C3)Cl)CC1,382.9,5.2,"ethyl 4-(13-chloro-4-azatricyclo[9.4.0.03,8]pentadeca-1(11),3(8),4,6,12,14-hexaen-2-ylidene)piperidine-1-carboxylate",pubchem_rest
Lorazepam,Lorazepam,3958,C1=CC=C(C(=C1)C2=NC(C(=O)NC3=C2C=C(C=C3)Cl)O)Cl,321.2,2.4,"7-chloro-5-(2-chlorophenyl)-3-hydroxy-1,3-dihydro-1,4-benzodiazepin-2-one",pubchem_rest
Lorcainide,Lorcainide,42884,CC(C)N1CCC(CC1)N(C2=CC=C(C=C2)Cl)C(=O)CC3=CC=CC=C3,370.9,4.6,N-(4-chlorophenyl)-2-phenyl-N-(1-propan-2-ylpiperidin-4-yl)acetamide,pubchem_rest
Lormetazepam,Lormetazepam,13314,CN1C2=C(C=C(C=C2)Cl)C(=NC(C1=O)O)C3=CC=CC=C3Cl,335.2,2.4,"7-chloro-5-(2-chlorophenyl)-3-hydroxy-1-methyl-3H-1,4-benzodiazepin-2-one",pubchem_rest
Lornoxicam,Lornoxicam,54690031,CN1C(=C(C2=C(S1(=O)=O)C=C(S2)Cl)O)C(=O)NC3=CC=CC=N3,371.8,2.1,"6-chloro-4-hydroxy-2-methyl-1,1-dioxo-N-pyridin-2-ylthieno[2,3-e]thiazine-3-carboxamide",pubchem_rest
Losartan,Losartan,3961,CCCCC1=NC(=C(N1CC2=CC=C(C=C2)C3=CC=CC=C3C4=NNN=N4)CO)Cl,422.9,4.3,[2-butyl-5-chloro-3-[[4-[2-(2H-tetrazol-5-yl)phenyl]phenyl]methyl]imidazol-4-yl]methanol,pubchem_rest
Lovastatin,Lovastatin,53232,CCC(C)C(=O)OC1CC(C=C2C1C(C(C=C2)C)CCC3CC(CC(=O)O3)O)C,404.5,4.3,"[(1S,3R,7S,8S,8aR)-8-[2-[(2R,4R)-4-hydroxy-6-oxooxan-2-yl]ethyl]-3,7-dimethyl-1,2,3,7,8,8a-hexahydronaphthalen-1-yl] (2S)-2-methylbutanoate",pubchem_rest
Loxapine,Loxapine,3964,CN1CCN(CC1)C2=NC3=CC=CC=C3OC4=C2C=C(C=C4)Cl,327.8,3.1,"8-chloro-6-(4-methylpiperazin-1-yl)benzo[b][1,4]benzoxazepine",pubchem_rest
Lurasidone,Lurasidone,213046,C1CCC(C(C1)CN2CCN(CC2)C3=NSC4=CC=CC=C43)CN5C(=O)C6C7CCC(C7)C6C5=O,492.7,5.4,"(1R,2S,6R,7S)-4-[[(1R,2R)-2-[[4-(1,2-benzothiazol-3-yl)piperazin-1-yl]methyl]cyclohexyl]methyl]-4-azatricyclo[5.2.1.02,6]decane-3,5-dione",pubchem_rest
"Lysergide (lysergic acid diethyl amide, LSD)",Lysergide,5761,CCN(CC)C(=O)C1CN(C2CC3=CNC4=CC=CC(=C34)C2=C1)C,323.4,3,"(6aR,9R)-N,N-diethyl-7-methyl-6,6a,8,9-tetrahydro-4H-indolo[4,3-fg]quinoline-9-carboxamide",pubchem_rest
Macitentan,Macitentan,16004692,CCCNS(=O)(=O)NC1=C(C(=NC=N1)OCCOC2=NC=C(C=N2)Br)C3=CC=C(C=C3)Br,588.3,3.7,5-(4-bromophenyl)-6-[2-(5-bromopyrimidin-2-yl)oxyethoxy]-N-(propylsulfamoyl)pyrimidin-4-amine,pubchem_rest
Magnesium,Magnesium,5462224,[Mg],24.305,,magnesium,pubchem_rest
Malathione,Malathione,4004,CCOC(=O)CC(C(=O)OCC)SP(=S)(OC)OC,330.4,2.4,diethyl 2-dimethoxyphosphinothioylsulfanylbutanedioate,pubchem_rest
Manganese,Manganese,23930,[Mn],54.93804,,manganese,pubchem_rest
Mannitol,Mannitol,6251,C(C(C(C(C(CO)O)O)O)O)O,182.17,-3.1,"(2R,3R,4R,5R)-hexane-1,2,3,4,5,6-hexol",pubchem_rest
Maprotiline,Maprotiline,4011,CNCCCC12CCC(C3=CC=CC=C31)C4=CC=CC=C24,277.4,4.6,"N-methyl-3-(1-tetracyclo[6.6.2.02,7.09,14]hexadeca-2,4,6,9,11,13-hexaenyl)propan-1-amine",pubchem_rest
Maraviroc (MVC),Maraviroc,3002977,CC1=NN=C(N1C2CC3CCC(C2)N3CCC(C4=CC=CC=C4)NC(=O)C5CCC(CC5)(F)F)C(C)C,513.7,5.1,"4,4-difluoro-N-[(1S)-3-[(1S,5R)-3-(3-methyl-5-propan-2-yl-1,2,4-triazol-4-yl)-8-azabicyclo[3.2.1]octan-8-yl]-1-phenylpropyl]cyclohexane-1-carboxamide",pubchem_rest
Mebendazole,Mebendazole,4030,COC(=O)NC1=NC2=C(N1)C=C(C=C2)C(=O)C3=CC=CC=C3,295.29,2.8,methyl N-(6-benzoyl-1H-benzimidazol-2-yl)carbamate,pubchem_rest
Meclizine (Meclozine),Meclizine,4034,CC1=CC(=CC=C1)CN2CCN(CC2)C(C3=CC=CC=C3)C4=CC=C(C=C4)Cl,390.9,5.8,1-[(4-chlorophenyl)-phenylmethyl]-4-[(3-methylphenyl)methyl]piperazine,pubchem_rest
Meclofenamic acid (Meclofenamate),Meclofenamic acid,4037,CC1=C(C(=C(C=C1)Cl)NC2=CC=CC=C2C(=O)O)Cl,296.1,5.2,"2-(2,6-dichloro-3-methylanilino)benzoic acid",pubchem_rest
Medazepam,Medazepam,4041,CN1CCN=C(C2=C1C=CC(=C2)Cl)C3=CC=CC=C3,270.75,4.4,"7-chloro-1-methyl-5-phenyl-2,3-dihydro-1,4-benzodiazepine",pubchem_rest
Mefenamic acid,Mefenamic acid,4044,CC1=C(C(=CC=C1)NC2=CC=CC=C2C(=O)O)C,241.28,5.1,"2-(2,3-dimethylanilino)benzoic acid",pubchem_rest
Mefloquine,Mefloquine,4046,C1CCNC(C1)C(C2=CC(=NC3=C2C=CC=C3C(F)(F)F)C(F)(F)F)O,378.31,3.6,"[2,8-bis(trifluoromethyl)quinolin-4-yl]-piperidin-2-ylmethanol",pubchem_rest
Melatonin,Melatonin,896,CC(=O)NCCC1=CNC2=C1C=C(C=C2)OC,232.28,0.8,N-[2-(5-methoxy-1H-indol-3-yl)ethyl]acetamide,pubchem_rest
Melitracen,Melitracen,25382,CC1(C2=CC=CC=C2C(=CCCN(C)C)C3=CC=CC=C31)C,291.4,5.6,"3-(10,10-dimethylanthracen-9-ylidene)-N,N-dimethylpropan-1-amine",pubchem_rest
Meloxicam,Meloxicam,54677470,CC1=CN=C(S1)NC(=O)C2=C(C3=CC=CC=C3S(=O)(=O)N2C)O,351.4,3,"4-hydroxy-2-methyl-N-(5-methyl-1,3-thiazol-2-yl)-1,1-dioxo-1lambda6,2-benzothiazine-3-carboxamide",pubchem_rest
Melperone,Melperone,15387,CC1CCN(CC1)CCCC(=O)C2=CC=C(C=C2)F,263.35,3.3,1-(4-fluorophenyl)-4-(4-methylpiperidin-1-yl)butan-1-one,pubchem_rest
Melphalan,Melphalan,460612,C1=CC(=CC=C1CC(C(=O)O)N)N(CCCl)CCCl,305.20,-0.5,(2S)-2-amino-3-[4-[bis(2-chloroethyl)amino]phenyl]propanoic acid,pubchem_rest
Memantine,Memantine,4054,CC12CC3CC(C1)(CC(C3)(C2)N)C,179.30,3.3,"3,5-dimethyladamantan-1-amine",pubchem_rest
Mephenesin,Mephenesin,4059,CC1=CC=CC=C1OCC(CO)O,182.22,1.4,"3-(2-methylphenoxy)propane-1,2-diol",pubchem_rest
Mepindolol,Mepindolol,71698,CC1=CC2=C(N1)C=CC=C2OCC(CNC(C)C)O,262.35,2.3,1-[(2-methyl-1H-indol-4-yl)oxy]-3-(propan-2-ylamino)propan-2-ol,pubchem_rest
Mepivacaine,Mepivacaine,4062,CC1=C(C(=CC=C1)C)NC(=O)C2CCCCN2C,246.35,1.9,"N-(2,6-dimethylphenyl)-1-methylpiperidine-2-carboxamide",pubchem_rest
Meprobamate,Meprobamate,4064,CCCC(C)(COC(=O)N)COC(=O)N,218.25,0.7,[2-(carbamoyloxymethyl)-2-methylpentyl] carbamate,pubchem_rest
Meptazinol,Meptazinol,41049,CCC1(CCCCN(C1)C)C2=CC(=CC=C2)O,233.35,3.4,3-(3-ethyl-1-methylazepan-3-yl)phenol,pubchem_rest
Mercaptopurine,Mercaptopurine,667490,C1=NC2=C(N1)C(=S)N=CN2,152.18,0,"3,7-dihydropurine-6-thione",pubchem_rest
Mercury,Mercury,23931,[Hg],200.59,,mercury,pubchem_rest
Meropenem,Meropenem,441130,CC1C2C(C(=O)N2C(=C1SC3CC(NC3)C(=O)N(C)C)C(=O)O)C(C)O,383.5,-2.4,"(4R,5S,6S)-3-[(3S,5S)-5-(dimethylcarbamoyl)pyrrolidin-3-yl]sulfanyl-6-[(1R)-1-hydroxyethyl]-4-methyl-7-oxo-1-azabicyclo[3.2.0]hept-2-ene-2-carboxylic acid",pubchem_rest
Mescaline,Mescaline,4076,COC1=CC(=CC(=C1OC)OC)CCN,211.26,0.7,"2-(3,4,5-trimethoxyphenyl)ethanamine",pubchem_rest
Mesalazine (Mesalamine),Mesalazine,4075,C1=CC(=C(C=C1N)C(=O)O)O,153.14,1.3,5-amino-2-hydroxybenzoic acid,pubchem_rest
Mesoridazine,Mesoridazine,4078,CN1CCCCC1CCN2C3=CC=CC=C3SC4=C2C=C(C=C4)S(=O)C,386.6,4.5,10-[2-(1-methylpiperidin-2-yl)ethyl]-2-methylsulfinylphenothiazine,pubchem_rest
Metaclazepam,Metaclazepam,71272,CN1C(CN=C(C2=C1C=CC(=C2)Br)C3=CC=CC=C3Cl)COC,393.7,4.4,"7-bromo-5-(2-chlorophenyl)-2-(methoxymethyl)-1-methyl-2,3-dihydro-1,4-benzodiazepine",pubchem_rest
Metamizole (Dipyrone),Metamizole,3111,CC1=C(C(=O)N(N1C)C2=CC=CC=C2)N(C)CS(=O)(=O)O,311.36,0,"[(1,5-dimethyl-3-oxo-2-phenylpyrazol-4-yl)-methylamino]methanesulfonic acid",pubchem_rest
Metandienone (Methandienone),Metandienone,6300,CC12CCC3C(C1CCC2(C)O)CCC4=CC(=O)C=CC34C,300.4,3.6,"(8R,9S,10R,13S,14S,17S)-17-hydroxy-10,13,17-trimethyl-7,8,9,11,12,14,15,16-octahydro-6H-cyclopenta[a]phenanthren-3-one",pubchem_rest
Metaxalone,Metaxalone,15459,CC1=CC(=CC(=C1)OCC2CNC(=O)O2)C,221.25,2.2,"5-[(3,5-dimethylphenoxy)methyl]-1,3-oxazolidin-2-one",pubchem_rest
Metformin,Metformin,4091,CN(C)C(=N)N=C(N)N,129.16,-1.3,"3-(diaminomethylidene)-1,1-dimethylguanidine",pubchem_rest
Methadone,Methadone,4095,CCC(=O)C(CC(C)N(C)C)(C1=CC=CC=C1)C2=CC=CC=C2,309.4,3.9,"6-(dimethylamino)-4,4-diphenylheptan-3-one",pubchem_rest
Methamphetamine (Methylamphetamine),Methamphetamine,10836,CC(CC1=CC=CC=C1)NC,149.23,2.1,(2S)-N-methyl-1-phenylpropan-2-amine,pubchem_rest
Methanol,Methanol,887,CO,32.042,-0.5,methanol,pubchem_rest
Methapyrilene,Methapyrilene,4098,CN(C)CCN(CC1=CC=CS1)C2=CC=CC=N2,261.39,2.6,"N,N-dimethyl-N'-pyridin-2-yl-N'-(thiophen-2-ylmethyl)ethane-1,2-diamine",pubchem_rest
Methaqualone,Methaqualone,6292,CC1=CC=CC=C1N2C(=NC3=CC=CC=C3C2=O)C,250.29,2.5,2-methyl-3-(2-methylphenyl)quinazolin-4-one,pubchem_rest
Methimazole,Methimazole,1349907,CN1C=CNC1=S,114.17,-0.3,3-methyl-1H-imidazole-2-thione,pubchem_rest
Methocarbamol,Methocarbamol,4107,COC1=CC=CC=C1OCC(COC(=O)N)O,241.24,0.6,[2-hydroxy-3-(2-methoxyphenoxy)propyl] carbamate,pubchem_rest
Methohexital,Methohexital,9034,CCC#CC(C)C1(C(=O)NC(=O)N(C1=O)C)CC=C,262.30,2.3,"5-hex-3-yn-2-yl-1-methyl-5-prop-2-enyl-1,3-diazinane-2,4,6-trione",pubchem_rest
Methomyl,Methomyl,4109,CC(=NOC(=O)NC)SC,162.21,0.6,methyl N-(methylcarbamoyloxy)ethanimidothioate,pubchem_rest
Methotrexate (MTX),Methotrexate,126941,CN(CC1=CN=C2C(=N1)C(=NC(=N2)N)N)C3=CC=C(C=C3)C(=O)NC(CCC(=O)O)C(=O)O,454.4,-1.8,"(2S)-2-[[4-[(2,4-diaminopteridin-6-yl)methyl-methylamino]benzoyl]amino]pentanedioic acid",pubchem_rest
Methoxsalen (8-Methoxypsoralene),Methoxsalen,4114,COC1=C2C(=CC3=C1OC=C3)C=CC(=O)O2,216.19,1.9,"9-methoxyfuro[3,2-g]chromen-7-one",pubchem_rest
Methsuximide (Mesuximide),Methsuximide,6476,CC1(CC(=O)N(C1=O)C)C2=CC=CC=C2,203.24,1.2,"1,3-dimethyl-3-phenylpyrrolidine-2,5-dione",pubchem_rest
2-Methyl-4-chlorophenoxyacetic acid (MCPA),2-Methyl-4-chlorophenoxyacetic acid,7204,CC1=C(C=CC(=C1)Cl)OCC(=O)O,200.62,2.6,2-(4-chloro-2-methylphenoxy)acetic acid,pubchem_rest
