drug_name_raw,query_name,cid,smiles,mw,logp,iupac,source
"2-Methyl-4-chlorophenoxypropionic acid (MCPP, Mecoprop)",2-Methyl-4-chlorophenoxypropionic acid,7153,CC1=C(C=CC(=C1)Cl)OC(C)C(=O)O,214.64,3.1,2-(4-chloro-2-methylphenoxy)propanoic acid,pubchem_rest
Methyldopa,Methyldopa,38853,CC(CC1=CC(=C(C=C1)O)O)(C(=O)O)N,211.21,-1.9,"(2S)-2-amino-3-(3,4-dihydroxyphenyl)-2-methylpropanoic acid",pubchem_rest
"3,4-Methylenedioxyamphetamine (MDA)","3,4-Methylenedioxyamphetamine (MDA)",1614,CC(CC1=CC2=C(C=C1)OCO2)N,179.22,1.6,"1-(1,3-benzodioxol-5-yl)propan-2-amine",pubchem_rest
"3,4-Methylenedioxyethylamphetamine (MDEA, MDE)","3,4-Methylenedioxyethylamphetamine",6424841,CCNC(C)C1=CC2=C(C=C1)OCO2,193.24,2.1,"1-(1,3-benzodioxol-5-yl)-N-ethylethanamine",pubchem_rest
3-Methyl-fentanyl,3-Methyl-fentanyl,61996,CCC(=O)N(C1CCN(CC1C)CCC2=CC=CC=C2)C3=CC=CC=C3,350.5,4.5,N-[3-methyl-1-(2-phenylethyl)piperidin-4-yl]-N-phenylpropanamide,pubchem_rest
Methylphenidate,Methylphenidate,4158,COC(=O)C(C1CCCCN1)C2=CC=CC=C2,233.31,0.2,methyl 2-phenyl-2-piperidin-2-ylacetate,pubchem_rest
"4-Methylthioamphetamine (4-MTA, p-MTA)",4-Methylthioamphetamine,151900,CC(CC1=CC=C(C=C1)SC)N,181.30,2.3,1-(4-methylsulfanylphenyl)propan-2-amine,pubchem_rest
Methyprylon(e),Methyprylon,4162,CCC1(C(=O)C(CNC1=O)C)CC,183.25,0.8,"3,3-diethyl-5-methylpiperidine-2,4-dione",pubchem_rest
Metiamide,Metiamide,1548992,CC1=C(N=CN1)CSCCNC(=S)NC,244.4,0.5,1-methyl-3-[2-[(5-methyl-1H-imidazol-4-yl)methylsulfanyl]ethyl]thiourea,pubchem_rest
Metipranolol,Metipranolol,31477,CC1=CC(=C(C(=C1OC(=O)C)C)C)OCC(CNC(C)C)O,309.4,2.7,"[4-[2-hydroxy-3-(propan-2-ylamino)propoxy]-2,3,6-trimethylphenyl] acetate",pubchem_rest
Metoclopramide,Metoclopramide,4168,CCN(CC)CCNC(=O)C1=CC(=C(C=C1OC)N)Cl,299.79,2.6,4-amino-5-chloro-N-[2-(diethylamino)ethyl]-2-methoxybenzamide,pubchem_rest
Metocurine,Metocurine,21233,C[N+]1(CCC2=CC(=C3C=C2C1CC4=CC=C(C=C4)OC5=C6C(CC7=CC(=C(C=C7)OC)O3)[N+](CCC6=CC(=C5OC)OC)(C)C)OC)C,652.8,6.7,"(1S,16R)-9,10,21,25-tetramethoxy-15,15,30,30-tetramethyl-7,23-dioxa-15,30-diazoniaheptacyclo[22.6.2.23,6.18,12.118,22.027,31.016,34]hexatriaconta-3(36),4,6(35),8(34),9,11,18(33),19,21,24,26,31-dodecaene",pubchem_rest
Metolazone,Metolazone,4170,CC1NC2=CC(=C(C=C2C(=O)N1C3=CC=CC=C3C)S(=O)(=O)N)Cl,365.8,4.1,"7-chloro-2-methyl-3-(2-methylphenyl)-4-oxo-1,2-dihydroquinazoline-6-sulfonamide",pubchem_rest
Metoprolol,Metoprolol,4171,CC(C)NCC(COC1=CC=C(C=C1)CCOC)O,267.36,1.9,1-[4-(2-methoxyethyl)phenoxy]-3-(propan-2-ylamino)propan-2-ol,pubchem_rest
Metrifonate,Metrifonate,5853,COP(=O)(C(C(Cl)(Cl)Cl)O)OC,257.43,0.5,"2,2,2-trichloro-1-dimethoxyphosphorylethanol",pubchem_rest
Metronidazole,Metronidazole,4173,CC1=NC=C(N1CCO)[N+](=O)[O-],171.15,0,2-(2-methyl-5-nitroimidazol-1-yl)ethanol,pubchem_rest
Mexiletine,Mexiletine,4178,CC1=C(C(=CC=C1)C)OCC(C)N,179.26,2.1,"1-(2,6-dimethylphenoxy)propan-2-amine",pubchem_rest
Mianserin,Mianserin,4184,CN1CCN2C(C1)C3=CC=CC=C3CC4=CC=CC=C42,264.4,3.4,"5-methyl-2,5-diazatetracyclo[13.4.0.02,7.08,13]nonadeca-1(19),8,10,12,15,17-hexaene",pubchem_rest
Mibefradil,Mibefradil,60663,CC(C)C1C2=C(CCC1(CCN(C)CCCC3=NC4=CC=CC=C4N3)OC(=O)COC)C=C(C=C2)F,495.6,5.8,"[(1S,2S)-2-[2-[3-(1H-benzimidazol-2-yl)propyl-methylamino]ethyl]-6-fluoro-1-propan-2-yl-3,4-dihydro-1H-naphthalen-2-yl] 2-methoxyacetate",pubchem_rest
Miconazole,Miconazole,4189,C1=CC(=C(C=C1Cl)Cl)COC(CN2C=CN=C2)C3=C(C=C(C=C3)Cl)Cl,416.1,5.3,"1-[2-(2,4-dichlorophenyl)-2-[(2,4-dichlorophenyl)methoxy]ethyl]imidazole",pubchem_rest
Midazolam,Midazolam,4192,CC1=NC=C2N1C3=C(C=C(C=C3)Cl)C(=NC2)C4=CC=CC=C4F,325.8,2.5,"8-chloro-6-(2-fluorophenyl)-1-methyl-4H-imidazo[1,5-a][1,4]benzodiazepine",pubchem_rest
Mifepristone (RU-486),Mifepristone,55245,CC#CC1(CCC2C1(CC(C3=C4CCC(=O)C=C4CCC23)C5=CC=C(C=C5)N(C)C)C)O,429.6,3.8,"(8S,11R,13S,14S,17S)-11-[4-(dimethylamino)phenyl]-17-hydroxy-13-methyl-17-prop-1-ynyl-1,2,6,7,8,11,12,14,15,16-decahydrocyclopenta[a]phenanthren-3-one",pubchem_rest
Milnacipran,Milnacipran,65833,CCN(CC)C(=O)C1(CC1CN)C2=CC=CC=C2,246.35,1.4,"cis-(1R,2S)-2-(aminomethyl)-N,N-diethyl-1-phenylcyclopropane-1-carboxamide",pubchem_rest
Milrinone,Milrinone,4197,CC1=C(C=C(C(=O)N1)C#N)C2=CC=NC=C2,211.22,0,6-methyl-2-oxo-5-pyridin-4-yl-1H-pyridine-3-carbonitrile,pubchem_rest
Minaprine,Minaprine,4199,CC1=CC(=NN=C1NCCN2CCOCC2)C3=CC=CC=C3,298.4,2,4-methyl-N-(2-morpholin-4-ylethyl)-6-phenylpyridazin-3-amine,pubchem_rest
Minoxidil,Minoxidil,4201,C1CCN(CC1)C2=NC(=N)N(C(=C2)N)O,209.25,1.2,3-hydroxy-2-imino-6-piperidin-1-ylpyrimidin-4-amine,pubchem_rest
Mirabegron,Mirabegron,9865528,C1=CC=C(C=C1)C(CNCCC2=CC=C(C=C2)NC(=O)CC3=CSC(=N3)N)O,396.5,2.1,"2-(2-amino-1,3-thiazol-4-yl)-N-[4-[2-[[(2R)-2-hydroxy-2-phenylethyl]amino]ethyl]phenyl]acetamide",pubchem_rest
Mirtazapine,Mirtazapine,4205,CN1CCN2C(C1)C3=CC=CC=C3CC4=C2N=CC=C4,265.35,3.3,"5-methyl-2,5,19-triazatetracyclo[13.4.0.02,7.08,13]nonadeca-1(15),8,10,12,16,18-hexaene",pubchem_rest
Misoprostol,Misoprostol,5282381,CCCCC(C)(CC=CC1C(CC(=O)C1CCCCCCC(=O)OC)O)O,382.5,3.7,"methyl 7-[(1R,2R,3R)-3-hydroxy-2-[(E)-4-hydroxy-4-methyloct-1-enyl]-5-oxocyclopentyl]heptanoate",pubchem_rest
Mitotane,Mitotane,4211,C1=CC=C(C(=C1)C(C2=CC=C(C=C2)Cl)C(Cl)Cl)Cl,320.0,6.2,"1-chloro-2-[2,2-dichloro-1-(4-chlorophenyl)ethyl]benzene",pubchem_rest
Mitragynine (Kratom),Mitragynine,3034396,CCC1CN2CCC3=C(C2CC1C(=COC)C(=O)OC)NC4=C3C(=CC=C4)OC,398.5,3.4,"methyl (E)-2-[(2S,3S,12bS)-3-ethyl-8-methoxy-1,2,3,4,6,7,12,12b-octahydroindolo[2,3-a]quinolizin-2-yl]-3-methoxyprop-2-enoate",pubchem_rest
Mizolastine,Mizolastine,65906,CN(C1CCN(CC1)C2=NC3=CC=CC=C3N2CC4=CC=C(C=C4)F)C5=NC=CC(=O)N5,432.5,3.2,2-[[1-[1-[(4-fluorophenyl)methyl]benzimidazol-2-yl]piperidin-4-yl]-methylamino]-1H-pyrimidin-6-one,pubchem_rest
Moclobemide,Moclobemide,4235,C1COCCN1CCNC(=O)C2=CC=C(C=C2)Cl,268.74,1.5,4-chloro-N-(2-morpholin-4-ylethyl)benzamide,pubchem_rest
Modafinil,Modafinil,4236,C1=CC=C(C=C1)C(C2=CC=CC=C2)S(=O)CC(=O)N,273.4,1.7,2-benzhydrylsulfinylacetamide,pubchem_rest
Moexiprilat,Moexiprilat,55331,CC(C(=O)N1CC2=CC(=C(C=C2CC1C(=O)O)OC)OC)NC(CCC3=CC=CC=C3)C(=O)O,470.5,0.5,"(3S)-2-[(2S)-2-[[(1S)-1-carboxy-3-phenylpropyl]amino]propanoyl]-6,7-dimethoxy-3,4-dihydro-1H-isoquinoline-3-carboxylic acid",pubchem_rest
Molindone,Molindone,23897,CCC1=C(NC2=C1C(=O)C(CC2)CN3CCOCC3)C,276.37,1.7,"3-ethyl-2-methyl-5-(morpholin-4-ylmethyl)-1,5,6,7-tetrahydroindol-4-one",pubchem_rest
Molsidomine,Molsidomine,5353788,CCOC(=NC1=C[N+](=NO1)N2CCOCC2)[O-],242.23,2.2,(1E)-1-ethoxy-N-(3-morpholin-4-yloxadiazol-3-ium-5-yl)methanimidate,pubchem_rest
Molybdenum,Molybdenum,23932,[Mo],95.95,,molybdenum,pubchem_rest
Montelukast (MK-0476),Montelukast,5281040,CC(C)(C1=CC=CC=C1CCC(C2=CC=CC(=C2)C=CC3=NC4=C(C=CC(=C4)Cl)C=C3)SCC5(CC5)CC(=O)O)O,586.2,7.7,2-[1-[[(1R)-1-[3-[(E)-2-(7-chloroquinolin-2-yl)ethenyl]phenyl]-3-[2-(2-hydroxypropan-2-yl)phenyl]propyl]sulfanylmethyl]cyclopropyl]acetic acid,pubchem_rest
Moricizine,Moricizine,34633,CCOC(=O)NC1=CC2=C(C=C1)SC3=CC=CC=C3N2C(=O)CCN4CCOCC4,427.5,3,ethyl N-[10-(3-morpholin-4-ylpropanoyl)phenothiazin-2-yl]carbamate,pubchem_rest
Morphine,Morphine,5288826,CN1CCC23C4C1CC5=C2C(=C(C=C5)O)OC3C(C=C4)O,285.34,0.8,"(4R,4aR,7S,7aR,12bS)-3-methyl-2,4,4a,7,7a,13-hexahydro-1H-4,12-methanobenzofuro[3,2-e]isoquinoline-7,9-diol",pubchem_rest
Moxonidine,Moxonidine,4810,CC1=NC(=C(C(=N1)Cl)NC2=NCCN2)OC,241.68,0.6,"4-chloro-N-(4,5-dihydro-1H-imidazol-2-yl)-6-methoxy-2-methylpyrimidin-5-amine",pubchem_rest
Mycophenolate mofetil,Mycophenolate mofetil,5281078,CC1=C2COC(=O)C2=C(C(=C1OC)CC=C(C)CCC(=O)OCCN3CCOCC3)O,433.5,3.2,2-morpholin-4-ylethyl (E)-6-(4-hydroxy-6-methoxy-7-methyl-3-oxo-1H-2-benzofuran-5-yl)-4-methylhex-4-enoate,pubchem_rest
Nabumetone,Nabumetone,4409,CC(=O)CCC1=CC2=C(C=C1)C=C(C=C2)OC,228.29,3.1,4-(6-methoxynaphthalen-2-yl)butan-2-one,pubchem_rest
Nadolol,Nadolol,39147,CC(C)(C)NCC(COC1=CC=CC2=C1CC(C(C2)O)O)O,309.4,0.7,"(2R,3S)-5-[3-(tert-butylamino)-2-hydroxypropoxy]-1,2,3,4-tetrahydronaphthalene-2,3-diol",pubchem_rest
Naftidrofuryl (Nafronyl),Naftidrofuryl,4417,CCN(CC)CCOC(=O)C(CC1CCCO1)CC2=CC=CC3=CC=CC=C32,383.5,4.8,2-(diethylamino)ethyl 2-(naphthalen-1-ylmethyl)-3-(oxolan-2-yl)propanoate,pubchem_rest
Nalbuphine,Nalbuphine,5311304,C1CC(C1)CN2CCC34C5C(CCC3(C2CC6=C4C(=C(C=C6)O)O5)O)O,357.4,0.2,"(4R,4aS,7S,7aR,12bS)-3-(cyclobutylmethyl)-1,2,4,5,6,7,7a,13-octahydro-4,12-methanobenzofuro[3,2-e]isoquinoline-4a,7,9-triol",pubchem_rest
Nalidixic acid,Nalidixic acid,4421,CCN1C=C(C(=O)C2=C1N=C(C=C2)C)C(=O)O,232.23,1.4,"1-ethyl-7-methyl-4-oxo-1,8-naphthyridine-3-carboxylic acid",pubchem_rest
Nalmefene,Nalmefene,5284594,C=C1CCC2(C3CC4=C5C2(C1OC5=C(C=C4)O)CCN3CC6CC6)O,339.4,2.7,"(4R,4aS,7aS,12bS)-3-(cyclopropylmethyl)-7-methylidene-2,4,5,6,7a,13-hexahydro-1H-4,12-methanobenzofuro[3,2-e]isoquinoline-4a,9-diol",pubchem_rest
Naloxone,Naloxone,5284596,C=CCN1CCC23C4C(=O)CCC2(C1CC5=C3C(=C(C=C5)O)O4)O,327.4,2.1,"(4R,4aS,7aR,12bS)-4a,9-dihydroxy-3-prop-2-enyl-2,4,5,6,7a,13-hexahydro-1H-4,12-methanobenzofuro[3,2-e]isoquinolin-7-one",pubchem_rest
Naltrexone,Naltrexone,5360515,C1CC1CN2CCC34C5C(=O)CCC3(C2CC6=C4C(=C(C=C6)O)O5)O,341.4,1.9,"(4R,4aS,7aR,12bS)-3-(cyclopropylmethyl)-4a,9-dihydroxy-2,4,5,6,7a,13-hexahydro-1H-4,12-methanobenzofuro[3,2-e]isoquinolin-7-one",pubchem_rest
Naphyrone (Naphthylpyrovalerone),Naphyrone,11243002,CCCC(C(=O)C1=CC2=CC=CC=C2C=C1)N3CCCC3,281.4,4.7,1-naphthalen-2-yl-2-pyrrolidin-1-ylpentan-1-one,pubchem_rest
Naproxen,Naproxen,156391,CC(C1=CC2=C(C=C1)C=C(C=C2)OC)C(=O)O,230.26,3.3,(2S)-2-(6-methoxynaphthalen-2-yl)propanoic acid,pubchem_rest
Naratriptan,Naratriptan,4440,CNS(=O)(=O)CCC1=CC2=C(C=C1)NC=C2C3CCN(CC3)C,335.5,2,N-methyl-2-[3-(1-methylpiperidin-4-yl)-1H-indol-5-yl]ethanesulfonamide,pubchem_rest
Nateglinide,Nateglinide,5311309,CC(C)C1CCC(CC1)C(=O)NC(CC2=CC=CC=C2)C(=O)O,317.4,3.2,(2R)-3-phenyl-2-[(4-propan-2-ylcyclohexanecarbonyl)amino]propanoic acid,pubchem_rest
"25I-NBOMe 2-(4-iodo-2, 5- dimethoxyphenyl)-N-(2- methoxybenzyl)ethanamine",25I-NBOMe,10251906,COC1=CC=CC=C1CNCCC2=CC(=C(C=C2OC)I)OC,427.3,3.8,"2-(4-iodo-2,5-dimethoxyphenyl)-N-[(2-methoxyphenyl)methyl]ethanamine",pubchem_rest
Nebivolol,Nebivolol,71301,C1CC2=C(C=CC(=C2)F)OC1C(CNCC(C3CCC4=C(O3)C=CC(=C4)F)O)O,405.4,3,"1-(6-fluoro-3,4-dihydro-2H-chromen-2-yl)-2-[[2-(6-fluoro-3,4-dihydro-2H-chromen-2-yl)-2-hydroxyethyl]amino]ethanol",pubchem_rest
Nedocromil,Nedocromil,50294,CCCC1=C2C(=CC3=C1OC(=CC3=O)C(=O)O)C(=O)C=C(N2CC)C(=O)O,371.3,2.2,"9-ethyl-4,6-dioxo-10-propylpyrano[3,2-g]quinoline-2,8-dicarboxylic acid",pubchem_rest
Nefazodone,Nefazodone,4449,CCC1=NN(C(=O)N1CCOC2=CC=CC=C2)CCCN3CCN(CC3)C4=CC(=CC=C4)Cl,470.0,4.3,"2-[3-[4-(3-chlorophenyl)piperazin-1-yl]propyl]-5-ethyl-4-(2-phenoxyethyl)-1,2,4-triazol-3-one",pubchem_rest
Nefopam,Nefopam,4450,CN1CCOC(C2=CC=CC=C2C1)C3=CC=CC=C3,253.34,2.9,"5-methyl-1-phenyl-1,3,4,6-tetrahydro-2,5-benzoxazocine",pubchem_rest
Nelfinavir (NFV),Nelfinavir,64143,CC1=C(C=CC=C1O)C(=O)NC(CSC2=CC=CC=C2)C(CN3CC4CCCCC4CC3C(=O)NC(C)(C)C)O,567.8,5.7,"(3S,4aS,8aS)-N-tert-butyl-2-[(2R,3R)-2-hydroxy-3-[(3-hydroxy-2-methylbenzoyl)amino]-4-phenylsulfanylbutyl]-3,4,4a,5,6,7,8,8a-octahydro-1H-isoquinoline-3-carboxamide",pubchem_rest
Neostigmine,Neostigmine,4456,CN(C)C(=O)OC1=CC=CC(=C1)[N+](C)(C)C,223.29,1.5,[3-(dimethylcarbamoyloxy)phenyl]-trimethylazanium,pubchem_rest
Netilmicin,Netilmicin,441306,CCNC1CC(C(C(C1OC2C(C(C(CO2)(C)O)NC)O)O)OC3C(CC=C(O3)CN)N)N,475.6,-4.2,"(2R,3R,4R,5R)-2-[(1S,2S,3R,4S,6R)-4-amino-3-[[(2S,3R)-3-amino-6-(aminomethyl)-3,4-dihydro-2H-pyran-2-yl]oxy]-6-(ethylamino)-2-hydroxycyclohexyl]oxy-5-methyl-4-(methylamino)oxane-3,5-diol",pubchem_rest
Nevirapine (NVP),Nevirapine,4463,CC1=C2C(=NC=C1)N(C3=C(C=CC=N3)C(=O)N2)C4CC4,266.30,2,"2-cyclopropyl-7-methyl-2,4,9,15-tetrazatricyclo[9.4.0.03,8]pentadeca-1(11),3,5,7,12,14-hexaen-10-one",pubchem_rest
Nicardipine,Nicardipine,4474,CC1=C(C(C(=C(N1)C)C(=O)OCCN(C)CC2=CC=CC=C2)C3=CC(=CC=C3)[N+](=O)[O-])C(=O)OC,479.5,3.8,"5-O-[2-[benzyl(methyl)amino]ethyl] 3-O-methyl 2,6-dimethyl-4-(3-nitrophenyl)-1,4-dihydropyridine-3,5-dicarboxylate",pubchem_rest
Nickel,Nickel,935,[Ni],58.693,,nickel,pubchem_rest
Nicotine,Nicotine,89594,CN1CCCC1C2=CN=CC=C2,162.23,1.2,3-[(2S)-1-methylpyrrolidin-2-yl]pyridine,pubchem_rest
Nicotinic acid,Nicotinic acid,938,C1=CC(=CN=C1)C(=O)O,123.11,0.4,pyridine-3-carboxylic acid,pubchem_rest
Nifedipine,Nifedipine,4485,CC1=C(C(C(=C(N1)C)C(=O)OC)C2=CC=CC=C2[N+](=O)[O-])C(=O)OC,346.3,2.2,"dimethyl 2,6-dimethyl-4-(2-nitrophenyl)-1,4-dihydropyridine-3,5-dicarboxylate",pubchem_rest
Niflumic acid,Niflumic acid,4488,C1=CC(=CC(=C1)NC2=C(C=CC=N2)C(=O)O)C(F)(F)F,282.22,3.7,2-[3-(trifluoromethyl)anilino]pyridine-3-carboxylic acid,pubchem_rest
Nilvadipine,Nilvadipine,4494,CC1=C(C(C(=C(N1)C#N)C(=O)OC)C2=CC(=CC=C2)[N+](=O)[O-])C(=O)OC(C)C,385.4,2.9,"3-O-methyl 5-O-propan-2-yl 2-cyano-6-methyl-4-(3-nitrophenyl)-1,4-dihydropyridine-3,5-dicarboxylate",pubchem_rest
Nimesulide,Nimesulide,4495,CS(=O)(=O)NC1=C(C=C(C=C1)[N+](=O)[O-])OC2=CC=CC=C2,308.31,2.6,N-(4-nitro-2-phenoxyphenyl)methanesulfonamide,pubchem_rest
Nimodipine,Nimodipine,4497,CC1=C(C(C(=C(N1)C)C(=O)OC(C)C)C2=CC(=CC=C2)[N+](=O)[O-])C(=O)OCCOC,418.4,3.1,"3-O-(2-methoxyethyl) 5-O-propan-2-yl 2,6-dimethyl-4-(3-nitrophenyl)-1,4-dihydropyridine-3,5-dicarboxylate",pubchem_rest
Nimustine (ACNU),Nimustine,39214,CC1=NC=C(C(=N1)N)CNC(=O)N(CCCl)N=O,272.69,0.4,3-[(4-amino-2-methylpyrimidin-5-yl)methyl]-1-(2-chloroethyl)-1-nitrosourea,pubchem_rest
Nisoldipine,Nisoldipine,4499,CC1=C(C(C(=C(N1)C)C(=O)OCC(C)C)C2=CC=CC=C2[N+](=O)[O-])C(=O)OC,388.4,3.3,"3-O-methyl 5-O-(2-methylpropyl) 2,6-dimethyl-4-(2-nitrophenyl)-1,4-dihydropyridine-3,5-dicarboxylate",pubchem_rest
Nitrazepam,Nitrazepam,4506,C1C(=O)NC2=C(C=C(C=C2)[N+](=O)[O-])C(=N1)C3=CC=CC=C3,281.27,2.2,"7-nitro-5-phenyl-1,3-dihydro-1,4-benzodiazepin-2-one",pubchem_rest
Nitrendipine,Nitrendipine,4507,CCOC(=O)C1=C(NC(=C(C1C2=CC(=CC=C2)[N+](=O)[O-])C(=O)OC)C)C,360.4,2.9,"5-O-ethyl 3-O-methyl 2,6-dimethyl-4-(3-nitrophenyl)-1,4-dihydropyridine-3,5-dicarboxylate",pubchem_rest
p-Nitroaniline (4-Nitroaniline),p-Nitroaniline,7475,C1=CC(=CC=C1N)[N+](=O)[O-],138.12,1.4,4-nitroaniline,pubchem_rest
Nitrofurantoin,Nitrofurantoin,6604200,C1C(=O)NC(=O)N1N=CC2=CC=C(O2)[N+](=O)[O-],238.16,-0.5,"1-[(E)-(5-nitrofuran-2-yl)methylideneamino]imidazolidine-2,4-dione",pubchem_rest
"Nitroglycerin (Glyceryl trinitrate, GTN)",Nitroglycerin,4510,C(C(CO[N+](=O)[O-])O[N+](=O)[O-])O[N+](=O)[O-],227.09,1.6,"1,3-dinitrooxypropan-2-yl nitrate",pubchem_rest
Nizatidine,Nizatidine,4513,CNC(=C[N+](=O)[O-])NCCSCC1=CSC(=N1)CN(C)C,331.5,1.6,"1-N'-[2-[[2-[(dimethylamino)methyl]-1,3-thiazol-4-yl]methylsulfanyl]ethyl]-1-N-methyl-2-nitroethene-1,1-diamine",pubchem_rest
Nomifensin(e),Nomifensin,4528,CN1CC(C2=C(C1)C(=CC=C2)N)C3=CC=CC=C3,238.33,2.6,"2-methyl-4-phenyl-3,4-dihydro-1H-isoquinolin-8-amine",pubchem_rest
Nordazepam (Desmethlydiazepam),Nordazepam,2997,C1C(=O)NC2=C(C=C(C=C2)Cl)C(=N1)C3=CC=CC=C3,270.71,2.9,"7-chloro-5-phenyl-1,3-dihydro-1,4-benzodiazepin-2-one",pubchem_rest
Norfenefrine,Norfenefrine,4538,C1=CC(=CC(=C1)O)C(CN)O,153.18,-0.8,3-(2-amino-1-hydroxyethyl)phenol,pubchem_rest
Norfloxacin,Norfloxacin,4539,CCN1C=C(C(=O)C2=CC(=C(C=C21)N3CCNCC3)F)C(=O)O,319.33,-1,1-ethyl-6-fluoro-4-oxo-7-piperazin-1-ylquinoline-3-carboxylic acid,pubchem_rest
Normesuximide (N-Desmethylmesuximide),Normesuximide,92154,CC1(CC(=O)NC1=O)C2=CC=CC=C2,189.21,1,"3-methyl-3-phenylpyrrolidine-2,5-dione",pubchem_rest
Nortriptyline (see also Amitriptyline),Nortriptyline,4543,CNCCC=C1C2=CC=CC=C2CCC3=CC=CC=C31,263.4,4.5,"N-methyl-3-(2-tricyclo[9.4.0.03,8]pentadeca-1(15),3,5,7,11,13-hexaenylidene)propan-1-amine",pubchem_rest
Noscapine,Noscapine,275196,CN1CCC2=CC3=C(C(=C2C1C4C5=C(C(=C(C=C5)OC)OC)C(=O)O4)OC)OCO3,413.4,2.7,"(3S)-6,7-dimethoxy-3-[(5R)-4-methoxy-6-methyl-7,8-dihydro-5H-[1,3]dioxolo[4,5-g]isoquinolin-5-yl]-3H-2-benzofuran-1-one",pubchem_rest
Obidoxime,Obidoxime,135412781,C1=C[N+](=CC=C1C=NO)COC[N+]2=CC=C(C=C2)C=NO,288.30,1.1,(NE)-N-[[1-[[4-[(E)-hydroxyiminomethyl]pyridin-1-ium-1-yl]methoxymethyl]pyridin-1-ium-4-yl]methylidene]hydroxylamine,pubchem_rest
Ocfentanil,Ocfentanil,60575,COCC(=O)N(C1CCN(CC1)CCC2=CC=CC=C2)C3=CC=CC=C3F,370.5,3.6,N-(2-fluorophenyl)-2-methoxy-N-[1-(2-phenylethyl)piperidin-4-yl]acetamide,pubchem_rest
Octisalate,Octisalate,8364,CCCCC(CC)COC(=O)C1=CC=CC=C1O,250.33,5.7,2-ethylhexyl 2-hydroxybenzoate,pubchem_rest
Octinoxate,Octinoxate,5355130,CCCCC(CC)COC(=O)C=CC1=CC=C(C=C1)OC,290.4,5.3,2-ethylhexyl (E)-3-(4-methoxyphenyl)prop-2-enoate,pubchem_rest
Octocrylene,Octocrylene,22571,CCCCC(CC)COC(=O)C(=C(C1=CC=CC=C1)C2=CC=CC=C2)C#N,361.5,7.1,"2-ethylhexyl 2-cyano-3,3-diphenylprop-2-enoate",pubchem_rest
Ofloxacin,Ofloxacin,4583,CC1COC2=C3N1C=C(C(=O)C3=CC(=C2N4CCN(CC4)C)F)C(=O)O,361.4,-0.4,"7-fluoro-2-methyl-6-(4-methylpiperazin-1-yl)-10-oxo-4-oxa-1-azatricyclo[7.3.1.05,13]trideca-5(13),6,8,11-tetraene-11-carboxylic acid",pubchem_rest
Olanzapine,Olanzapine,135398745,CC1=CC2=C(S1)NC3=CC=CC=C3N=C2N4CCN(CC4)C,312.4,2.9,"2-methyl-4-(4-methylpiperazin-1-yl)-10H-thieno[2,3-b][1,5]benzodiazepine",pubchem_rest
Olmesartan,Olmesartan,158781,CCCC1=NC(=C(N1CC2=CC=C(C=C2)C3=CC=CC=C3C4=NNN=N4)C(=O)O)C(C)(C)O,446.5,3.2,5-(2-hydroxypropan-2-yl)-2-propyl-3-[[4-[2-(2H-tetrazol-5-yl)phenyl]phenyl]methyl]imidazole-4-carboxylic acid,pubchem_rest
Omecamtiv mecarbil,Omecamtiv mecarbil,11689883,CC1=NC=C(C=C1)NC(=O)NC2=CC=CC(=C2F)CN3CCN(CC3)C(=O)OC,401.4,1.4,methyl 4-[[2-fluoro-3-[(6-methyl-3-pyridinyl)carbamoylamino]phenyl]methyl]piperazine-1-carboxylate,pubchem_rest
Omeprazole,Omeprazole,4594,CC1=CN=C(C(=C1OC)C)CS(=O)C2=NC3=C(N2)C=C(C=C3)OC,345.4,2.2,"6-methoxy-2-[(4-methoxy-3,5-dimethyl-2-pyridinyl)methylsulfinyl]-1H-benzimidazole",pubchem_rest
Ondansetron,Ondansetron,4595,CC1=NC=CN1CC2CCC3=C(C2=O)C4=CC=CC=C4N3C,293.4,2.3,"9-methyl-3-[(2-methylimidazol-1-yl)methyl]-2,3-dihydro-1H-carbazol-4-one",pubchem_rest
Opipramol,Opipramol,9417,C1CN(CCN1CCCN2C3=CC=CC=C3C=CC4=CC=CC=C42)CCO,363.5,3.6,2-[4-(3-benzo[b][1]benzazepin-11-ylpropyl)piperazin-1-yl]ethanol,pubchem_rest
Orphenadrine,Orphenadrine,4601,CC1=CC=CC=C1C(C2=CC=CC=C2)OCCN(C)C,269.4,3.8,"N,N-dimethyl-2-[(2-methylphenyl)-phenylmethoxy]ethanamine",pubchem_rest
Oxaprozin,Oxaprozin,4614,C1=CC=C(C=C1)C2=C(OC(=N2)CCC(=O)O)C3=CC=CC=C3,293.3,4.2,"3-(4,5-diphenyl-1,3-oxazol-2-yl)propanoic acid",pubchem_rest
Oxatomide,Oxatomide,4615,C1CN(CCN1CCCN2C3=CC=CC=C3NC2=O)C(C4=CC=CC=C4)C5=CC=CC=C5,426.6,4.1,3-[3-(4-benzhydrylpiperazin-1-yl)propyl]-1H-benzimidazol-2-one,pubchem_rest
Oxazepam,Oxazepam,4616,C1=CC=C(C=C1)C2=NC(C(=O)NC3=C2C=C(C=C3)Cl)O,286.71,2.2,"7-chloro-3-hydroxy-5-phenyl-1,3-dihydro-1,4-benzodiazepin-2-one",pubchem_rest
